JOB_ID,JOB_NAME,JOB_ROLE,COMPONENT,SCRIPT_FILE,DESC,IN_COND,OUT_COND
WAZ_046_PURGE_INDEXER_DATA,WEF_WAZ_RUN_PURGEIDXDATA,ELK_HOST,ALWAYS,WAZ_046_PURGE_INDEXER_DATA.sh,[MANUEL UNIQUEMENT - bin/order_job.sh] Nettoyage : purge complète et irréversible des alertes dans wazuh-indexer,WAZ_PURGE_MANUAL_GATE,WAZ_PURGE_IDX_OK
WAZ_047_PURGE_ES_DATA,WEF_WAZ_RUN_PURGEESDATA,ELK_HOST,ALWAYS,WAZ_047_PURGE_ES_DATA.sh,[MANUEL UNIQUEMENT - bin/order_job.sh] Nettoyage : purge complète et irréversible des alertes dans Elasticsearch,WAZ_PURGE_MANUAL_GATE,WAZ_PURGE_ES_OK
DIST_001,WEF_BEATS_BLD_CADIST,AGENT_HOST,FILEBEAT|METRICBEAT,DIST_001.sh,Distribution : Copie du certificat de la CA d'usine depuis ELK_HOST vers BEATS_HOST,FB_BIN_OK,CA_DISTRIBUTED_OK
INFRA_001,WEF_INFRA_BLD_RENAMEELK,ELK_HOST,ALWAYS,INFRA_001.sh,[PROJET-SPECIFIQUE - SUPPRIMABLE] Renommage de la VM ELK_HOST avec un nom explicite,NONE,ELK_HOSTNAME_SET
INFRA_002,WEF_INFRA_BLD_RENAMEBEATS,AGENT_HOST,HOSTNAME_RENAME,INFRA_002.sh,[PROJET-SPECIFIQUE - SUPPRIMABLE] Renommage de la VM BEATS_HOST avec un nom explicite,AGENT_RESOURCES_OK,BEATS_HOSTNAME_SET
INFRA_003_DEVNULL_GUARDIAN,WEF_INFRA_BLD_DEVNULLGRD,ALL,ALWAYS,INFRA_003_DEVNULL_GUARDIAN.sh,Résilience : gardes permanentes contre la corruption récurrente de /dev/null (timer 3s) et le remplissage disque du cache CVE Vulnerability Detector (timer 60s),NONE,DEVNULL_GUARDIAN_OK
INFRA_004_HEALTH_GUARDIAN,WEF_INFRA_RUN_HEALTHGRD,ALL,ALWAYS,INFRA_004_HEALTH_GUARDIAN.sh,Exploitation continue : contrôle de santé fonctionnelle toutes les 5 min (services/DNS/certificat PKI/disque),NONE,HEALTH_GUARDIAN_OK
INFRA_005_DISK_HYGIENE,WEF_INFRA_RUN_DISKHYG,ALL,ALWAYS,INFRA_005_DISK_HYGIENE.sh,Exploitation continue : désactivation de PCP (inutilisé) et purge cache dnf - entretien hebdomadaire permanent,NONE,DISK_HYGIENE_OK
DNS_001_INSTALL,WEF_DNS_BLD_INSTALL,ELK_HOST,ALWAYS,DNS_001_INSTALL.sh,DNS interne : installation de dnsmasq + bind-utils,NONE,DNS_INSTALLED_OK
DNS_002_ZONE,WEF_DNS_BLD_ZONE,ELK_HOST,ALWAYS,DNS_002_ZONE.sh,DNS interne : déclaration de la zone (un FQDN par service),DNS_INSTALLED_OK,DNS_ZONE_OK
DNS_003_FIREWALL,WEF_DNS_BLD_FIREWALL,ELK_HOST,ALWAYS,DNS_003_FIREWALL.sh,DNS interne : ouverture du port 53 (tcp+udp) sur la zone active,DNS_ZONE_OK,DNS_FW_OK
DNS_004_START,WEF_DNS_RUN_STARTVERIFY,ELK_HOST,ALWAYS,DNS_004_START.sh,DNS interne : démarrage + vérification réelle de la résolution des 5 FQDN,DNS_FW_OK,DNS_SERVICE_OK
ES_062_SNAPSHOTS3REPO,WEF_ES_RUN_S3REPOSET,ELK_HOST,ALWAYS,ES_062_SNAPSHOTS3REPO.sh,Sauvegarde (optionnelle) : enregistrement du depot de snapshots S3 OVH,DALLE_ELASTIC_ONLINE,ES_SNAPSHOT_REPO_OK
ES_063_SNAPSHOTPOLICY,WEF_ES_RUN_S3SNAPPOL,ELK_HOST,ALWAYS,ES_063_SNAPSHOTPOLICY.sh,Sauvegarde (optionnelle) : politique de cycle de vie des snapshots (SLM),ES_SNAPSHOT_REPO_OK,ES_SNAPSHOT_POLICY_OK
WAG_001,WEF_WAG_BLD_PREREQ,AGENT_HOST,WAZUH_AGENT,WAG_001.sh,Verification de connectivite vers le manager Wazuh,AGENT_RESOURCES_OK,WAG_PREREQ_OK
WAG_002,WEF_WAG_BLD_REPOSET,AGENT_HOST,WAZUH_AGENT,WAG_002.sh,Depot officiel Wazuh (agent),WAG_PREREQ_OK,WAG_REPO_OK
WAG_003,WEF_WAG_BLD_BININST,AGENT_HOST,WAZUH_AGENT,WAG_003.sh,Installation du paquet wazuh-agent,WAG_REPO_OK,WAG_INSTALL_OK
WAG_004,WEF_WAG_BLD_CONFIGURE,AGENT_HOST,WAZUH_AGENT,WAG_004.sh,Configuration adresse manager + nom agent,WAG_INSTALL_OK,WAG_CONFIG_OK
WAG_005,WEF_WAG_BLD_SVCSTART,AGENT_HOST,WAZUH_AGENT,WAG_005.sh,Activation et demarrage du service wazuh-agent,WAG_CONFIG_OK,WAG_SVC_UP
WAG_006,WEF_WAG_RUN_VERIFY,AGENT_HOST,WAZUH_AGENT,WAG_006.sh,Verification enregistrement et rapport final,WAG_SVC_UP,WAG_READY
